Date,Service,InstanceType,Region,Cost,CPUUtilization,MemoryUtilization,NetworkIO,StorageUsed,RunningHours,Recommendation
2024-06-24,EBS,io2,us-west-2,27.94,0.0,0.0,21.65,222.64,730,downgrade_to_gp3
2024-11-14,RDS,db.t3.micro,eu-west-1,12.27,31.96,47.5,25.44,567.89,692,optimal
2024-04-08,Lambda,1024MB,eu-west-1,0.17,35.05,27.45,3.85,0.0,0,reduce_memory
2024-04-16,EBS,gp2,ap-southeast-1,64.63,0.0,0.0,40.49,633.84,730,optimal
2024-11-29,S3,Glacier,us-east-1,9.54,0.0,0.0,8.77,2389.82,730,optimal
2024-03-17,S3,Standard,us-east-1,62.07,0.0,0.0,121.83,2737.63,730,optimal
2024-02-16,S3,Standard,ap-south-1,65.22,0.0,0.0,12.64,2745.82,730,optimal
2024-12-15,Lambda,256MB,eu-west-1,0.04,52.49,33.16,0.28,0.0,0,optimal
2024-01-05,EBS,io1,us-west-2,19.27,0.0,0.0,30.04,159.56,730,downgrade_to_gp3
2024-05-26,Lambda,256MB,us-east-1,0.04,58.13,23.46,0.07,0.0,0,optimal
2024-10-29,RDS,db.t3.medium,eu-west-1,42.18,65.83,45.92,17.71,421.62,594,optimal
2024-02-03,EC2,t3.large,ap-southeast-1,54.71,18.47,8.01,71.09,53.71,682,downsize
2024-11-01,S3,Standard,ap-southeast-1,71.63,0.0,0.0,23.03,3210.2,730,optimal
2024-10-25,Lambda,128MB,us-east-1,0.02,75.24,2.48,0.0,0.0,0,optimal
2024-04-27,Lambda,128MB,us-west-2,0.02,32.38,32.15,1.55,0.0,0,optimal
2024-05-21,RDS,db.r5.large,eu-west-1,155.59,60.75,33.24,83.99,323.13,681,reserved_instance
2024-06-16,EBS,io1,eu-central-1,58.56,0.0,0.0,94.85,462.55,730,optimal
2024-03-07,RDS,db.t3.micro,eu-west-1,7.29,46.51,77.03,102.71,303.75,438,optimal
2024-03-20,EC2,t3.medium,eu-central-1,6.58,30.85,35.79,36.81,39.28,155,terminate
2024-08-04,EC2,t3.2xlarge,ap-south-1,85.8,20.52,15.17,73.2,130.06,265,downsize
2024-09-02,RDS,db.r5.xlarge,eu-central-1,248.62,36.34,42.82,101.85,866.51,542,reserved_instance
2024-01-31,RDS,db.r5.xlarge,ap-south-1,202.35,29.14,58.88,57.91,790.17,431,optimal
2024-08-14,EC2,m5.large,eu-central-1,66.43,4.74,7.81,150.08,30.43,704,downsize
2024-01-12,Lambda,256MB,us-west-2,0.04,64.86,23.75,0.71,0.0,0,optimal
2024-03-05,S3,Glacier,ap-southeast-1,32.88,0.0,0.0,26.67,7852.77,730,optimal
2024-02-24,S3,Intelligent-Tiering,eu-west-1,21.01,0.0,0.0,3.58,1713.64,730,optimal
2024-03-22,EC2,t3.large,ap-southeast-1,31.76,17.0,15.11,76.21,148.46,392,optimal
2024-01-17,RDS,db.t3.micro,us-east-1,6.95,18.89,47.06,51.64,400.74,408,optimal
2024-11-11,S3,Intelligent-Tiering,eu-central-1,13.33,0.0,0.0,16.3,1095.6,730,optimal
2024-10-15,Lambda,512MB,eu-central-1,0.08,66.45,24.15,0.12,0.0,0,optimal
2024-06-06,EBS,gp2,eu-west-1,27.83,0.0,0.0,25.42,265.32,730,optimal
2024-12-12,S3,Intelligent-Tiering,eu-west-1,81.13,0.0,0.0,14.19,6819.66,730,optimal
2024-08-05,RDS,db.t3.small,eu-west-1,21.34,33.24,14.59,20.2,292.88,645,optimal
2024-02-24,RDS,db.t3.medium,eu-central-1,41.12,28.19,29.88,35.43,257.92,622,optimal
2024-01-02,EC2,t3.micro,ap-south-1,1.7,18.21,16.04,111.9,143.92,160,terminate
2024-03-01,EBS,gp2,us-east-1,27.83,0.0,0.0,5.59,272.57,730,optimal
2024-07-30,EBS,gp3,us-east-1,14.32,0.0,0.0,8.63,187.08,730,optimal
2024-05-21,EC2,m5.xlarge,us-west-2,106.39,19.22,8.48,38.64,89.26,533,downsize
2024-09-21,EC2,m5.2xlarge,us-east-1,238.4,34.05,40.14,64.63,132.73,629,optimal
2024-02-19,S3,Intelligent-Tiering,us-east-1,103.77,0.0,0.0,87.6,8470.24,730,optimal
2024-03-16,EBS,gp2,ap-southeast-1,17.99,0.0,0.0,23.82,183.65,730,delete_unused
2024-06-24,EC2,m5.xlarge,us-east-1,55.7,36.08,27.9,28.26,30.58,300,optimal
2024-09-17,EC2,m5.large,eu-central-1,20.17,62.97,68.64,75.74,168.24,204,optimal
2024-05-06,EC2,m5.xlarge,ap-southeast-1,61.83,24.6,5.0,174.92,46.43,334,downsize
2024-06-19,EC2,t3.micro,eu-west-1,5.09,26.28,5.12,96.36,51.46,469,optimal
2024-09-28,S3,Intelligent-Tiering,eu-west-1,13.14,0.0,0.0,34.22,1008.66,730,optimal
2024-04-12,Lambda,256MB,us-east-1,0.05,19.94,5.87,6.7,0.0,0,optimal
2024-12-26,RDS,db.t3.micro,us-east-1,11.25,26.25,30.19,11.44,396.46,689,optimal
2024-08-10,RDS,db.t3.medium,ap-south-1,45.2,74.64,61.03,36.54,532.14,670,optimal
2024-12-12,S3,Intelligent-Tiering,eu-central-1,32.6,0.0,0.0,1.25,2743.26,730,optimal
2024-12-26,Lambda,512MB,eu-central-1,0.09,32.51,40.99,1.83,0.0,0,optimal
2024-01-16,RDS,db.t3.micro,ap-south-1,6.62,35.42,64.55,22.72,314.51,402,optimal
2024-06-19,RDS,db.t3.small,ap-south-1,19.93,71.67,30.1,32.82,368.71,606,optimal
2024-03-21,Lambda,512MB,eu-central-1,0.09,23.76,27.55,5.06,0.0,0,optimal
2024-07-20,Lambda,256MB,us-east-1,0.05,38.39,33.5,0.62,0.0,0,optimal
2024-06-29,EBS,gp2,ap-south-1,25.46,0.0,0.0,37.57,254.72,730,optimal
2024-03-11,Lambda,128MB,us-east-1,0.02,20.24,42.67,0.01,0.0,0,optimal
2024-01-30,S3,Intelligent-Tiering,eu-central-1,79.67,0.0,0.0,37.45,6075.21,730,optimal
2024-08-05,EC2,t3.xlarge,eu-west-1,113.47,16.21,18.29,51.34,52.52,703,downsize
2024-01-13,EC2,t3.small,us-east-1,11.73,25.8,15.6,146.88,67.0,557,optimal
2024-10-28,Lambda,1024MB,us-east-1,0.17,42.61,26.6,0.33,0.0,0,reduce_memory
2024-05-09,EC2,t3.micro,ap-southeast-1,3.92,28.3,28.13,86.71,38.59,368,optimal
2024-10-26,RDS,db.r5.xlarge,ap-south-1,211.4,44.51,60.98,41.6,249.12,434,optimal
2024-10-15,S3,Glacier,us-east-1,17.24,0.0,0.0,5.57,4513.5,730,optimal
2024-06-10,RDS,db.t3.micro,eu-west-1,8.6,54.18,54.15,45.67,407.64,488,optimal
2024-01-22,S3,Glacier,ap-south-1,11.73,0.0,0.0,34.25,2908.78,730,optimal
2024-09-13,EC2,c5.large,eu-west-1,62.04,27.49,28.72,71.24,88.92,712,downsize
2024-09-11,Lambda,1024MB,ap-southeast-1,0.17,38.09,67.43,4.74,0.0,0,optimal
2024-04-24,EC2,t3.large,eu-central-1,58.87,31.42,21.11,92.0,141.07,704,optimal
2024-08-12,EC2,m5.large,eu-central-1,70.02,29.82,30.34,67.26,47.46,717,downsize
2024-10-11,S3,Standard,eu-central-1,87.4,0.0,0.0,114.9,3852.56,730,optimal
2024-07-14,EC2,t3.medium,us-west-2,25.76,3.04,5.0,19.29,74.18,596,optimal
2024-05-26,EC2,m5.xlarge,eu-central-1,134.74,39.24,35.25,50.25,130.01,684,optimal
2024-05-16,RDS,db.t3.small,us-west-2,19.6,54.97,27.27,31.55,505.73,565,optimal
2024-08-11,RDS,db.t3.small,ap-southeast-1,22.37,61.81,51.33,62.35,575.98,663,optimal
2024-12-08,EBS,io1,ap-south-1,7.43,0.0,0.0,59.52,60.01,730,optimal
2024-02-28,EBS,io2,us-east-1,135.56,0.0,0.0,94.19,1115.48,730,delete_unused
2024-05-15,RDS,db.r5.large,ap-southeast-1,108.16,46.23,42.1,100.58,662.17,471,optimal
2024-01-14,RDS,db.r5.large,us-east-1,153.31,53.4,27.53,28.08,250.13,663,reserved_instance
2024-08-23,EBS,gp3,us-east-1,8.34,0.0,0.0,34.35,105.37,730,delete_unused
2024-01-29,RDS,db.t3.micro,ap-southeast-1,12.48,54.4,24.93,8.63,194.13,721,optimal
2024-05-12,EC2,m5.2xlarge,us-east-1,128.47,39.11,44.16,182.04,128.51,340,optimal
2024-07-08,EBS,io2,us-west-2,56.3,0.0,0.0,59.46,460.72,730,optimal
2024-02-12,Lambda,128MB,ap-southeast-1,0.02,68.69,82.98,2.24,0.0,0,optimal
2024-10-02,EBS,io1,ap-southeast-1,35.4,0.0,0.0,113.85,287.62,730,optimal
2024-02-06,EBS,io2,eu-west-1,15.18,0.0,0.0,3.94,124.32,730,downgrade_to_gp3
2024-03-11,RDS,db.t3.micro,eu-central-1,10.16,63.2,44.38,39.65,839.47,582,optimal
2024-09-24,EBS,gp3,ap-south-1,28.54,0.0,0.0,37.63,349.8,730,optimal
2024-09-16,S3,Intelligent-Tiering,us-east-1,27.59,0.0,0.0,18.48,2296.92,730,optimal
2024-10-03,RDS,db.t3.micro,us-east-1,9.17,17.64,40.38,20.72,428.02,532,optimal
2024-10-03,EC2,m5.large,eu-central-1,40.77,37.89,39.75,78.2,83.97,427,optimal
2024-08-30,EC2,t3.medium,us-west-2,21.27,27.13,23.43,58.99,97.95,489,optimal
2024-10-15,EC2,t3.xlarge,ap-south-1,88.81,15.92,27.48,120.36,66.23,512,downsize
2024-02-16,EC2,t3.medium,ap-south-1,25.73,2.98,5.0,81.33,52.1,611,optimal
2024-12-11,EBS,io1,us-west-2,35.67,0.0,0.0,43.36,299.82,730,downgrade_to_gp3
2024-08-04,EBS,gp3,eu-central-1,6.58,0.0,0.0,166.17,83.07,730,optimal
2024-07-19,EBS,io2,ap-southeast-1,60.98,0.0,0.0,100.16,489.76,730,optimal
2024-05-16,EC2,c5.large,eu-west-1,28.17,14.14,32.0,398.95,51.34,334,optimal
2024-12-31,EC2,t3.xlarge,us-east-1,118.42,10.24,7.17,31.59,65.32,694,downsize
2024-08-04,EC2,t3.2xlarge,eu-central-1,47.86,69.43,65.13,40.2,54.37,145,terminate
2024-09-10,EBS,gp3,us-west-2,20.56,0.0,0.0,105.09,264.45,730,optimal
2024-12-11,EBS,gp3,eu-west-1,25.21,0.0,0.0,107.76,308.81,730,optimal
2024-06-30,EC2,m5.xlarge,ap-south-1,97.51,26.51,45.84,5.65,122.93,507,downsize
2024-04-03,S3,Glacier,us-east-1,18.37,0.0,0.0,88.87,4788.5,730,optimal
2024-11-05,Lambda,512MB,ap-south-1,0.08,24.33,42.5,0.07,0.0,0,optimal
2024-07-11,Lambda,256MB,ap-southeast-1,0.05,39.97,22.01,4.3,0.0,0,optimal
2024-05-15,EBS,io2,us-east-1,46.88,0.0,0.0,77.9,366.23,730,optimal
2024-09-18,S3,Standard,us-east-1,112.3,0.0,0.0,45.29,4677.23,730,optimal
2024-08-15,EC2,t3.medium,ap-south-1,18.07,9.55,6.44,68.62,217.33,446,optimal
2024-02-22,Lambda,256MB,us-west-2,0.04,71.51,78.22,0.0,0.0,0,optimal
2024-07-01,EBS,gp3,ap-southeast-1,26.9,0.0,0.0,10.26,343.33,730,optimal
2024-10-04,EBS,gp3,us-east-1,5.82,0.0,0.0,21.08,72.01,730,optimal
2024-10-20,RDS,db.t3.medium,ap-south-1,42.17,14.82,32.65,7.64,530.3,604,optimal
2024-09-29,EBS,gp3,ap-south-1,12.95,0.0,0.0,10.45,168.19,730,delete_unused
2024-08-11,RDS,db.t3.medium,eu-central-1,44.54,66.61,32.89,17.44,1330.37,645,optimal
2024-03-18,EBS,io2,ap-south-1,33.65,0.0,0.0,87.2,269.62,730,optimal
2024-08-05,EC2,c5.large,us-east-1,16.22,17.99,25.24,59.93,63.51,191,terminate
2024-06-02,EC2,t3.large,us-east-1,57.94,0.95,9.51,32.96,117.5,700,downsize
2024-05-07,S3,Glacier,ap-south-1,16.25,0.0,0.0,64.16,4120.99,730,optimal
2024-11-23,RDS,db.t3.small,ap-southeast-1,20.06,21.16,31.05,33.76,662.4,608,optimal
2024-02-25,RDS,db.t3.small,eu-central-1,21.66,47.58,53.83,22.45,168.7,608,optimal
2024-01-01,S3,Standard,us-west-2,53.5,0.0,0.0,13.92,2280.91,730,optimal
2024-01-23,S3,Intelligent-Tiering,ap-south-1,29.87,0.0,0.0,79.15,2383.16,730,optimal
2024-09-18,EC2,m5.large,eu-west-1,11.85,14.15,8.34,127.07,141.75,122,terminate
2024-03-25,S3,Intelligent-Tiering,eu-west-1,38.18,0.0,0.0,59.18,2929.91,730,optimal
2024-09-10,RDS,db.t3.medium,us-east-1,50.63,22.42,54.39,18.76,580.95,715,optimal
2024-02-19,Lambda,512MB,ap-southeast-1,0.09,57.23,18.97,1.58,0.0,0,optimal
2024-01-17,RDS,db.t3.medium,eu-west-1,27.34,63.8,48.75,43.05,558.75,414,optimal
2024-10-17,Lambda,1024MB,us-east-1,0.17,15.52,22.09,1.28,0.0,0,reduce_memory
2024-08-28,Lambda,128MB,ap-south-1,0.02,69.88,14.61,1.42,0.0,0,optimal
2024-03-05,S3,Glacier,ap-south-1,15.62,0.0,0.0,168.8,3740.71,730,optimal
2024-10-20,EBS,gp2,ap-south-1,40.58,0.0,0.0,27.75,398.78,730,optimal
2024-01-02,Lambda,1024MB,ap-south-1,0.17,36.75,8.76,0.81,0.0,0,reduce_memory
2024-03-15,EC2,t3.xlarge,us-east-1,89.74,82.92,92.76,104.68,289.74,553,upsize
2024-05-18,Lambda,128MB,us-west-2,0.02,69.73,52.59,0.32,0.0,0,optimal
2024-06-16,EBS,gp3,eu-central-1,24.97,0.0,0.0,75.76,307.47,730,optimal
2024-05-15,EBS,io2,ap-south-1,59.78,0.0,0.0,6.92,473.2,730,downgrade_to_gp3
2024-11-12,RDS,db.r5.xlarge,eu-central-1,359.13,18.55,33.01,84.95,760.15,716,downsize
2024-10-08,Lambda,512MB,ap-south-1,0.09,38.32,38.15,0.47,0.0,0,optimal
2024-07-14,EBS,io1,ap-southeast-1,18.89,0.0,0.0,55.22,153.75,730,optimal
2024-02-16,S3,Intelligent-Tiering,ap-south-1,95.44,0.0,0.0,147.94,7466.9,730,optimal
2024-05-13,S3,Glacier,us-east-1,19.39,0.0,0.0,69.85,4920.56,730,optimal
2024-02-26,EC2,c5.large,us-west-2,62.49,27.31,27.56,148.99,169.94,713,downsize
2024-12-13,RDS,db.t3.micro,ap-southeast-1,10.8,38.24,66.36,9.91,533.6,644,optimal
2024-07-03,RDS,db.r5.large,ap-southeast-1,105.54,52.39,22.25,24.05,896.87,422,optimal
2024-06-28,EC2,t3.small,eu-central-1,3.78,9.75,13.73,116.35,54.26,180,terminate
2024-08-04,EC2,t3.large,ap-south-1,52.36,24.82,25.8,16.64,132.79,650,downsize
2024-10-11,Lambda,256MB,eu-central-1,0.05,35.36,70.42,8.59,0.0,0,optimal
2024-06-09,RDS,db.r5.large,ap-southeast-1,113.63,55.98,68.14,0.64,783.92,464,optimal
2024-02-21,EBS,io1,eu-west-1,33.7,0.0,0.0,7.05,258.07,730,downgrade_to_gp3
2024-01-29,Lambda,1024MB,us-east-1,0.18,58.07,50.33,0.08,0.0,0,optimal
2024-01-26,EC2,c5.large,ap-southeast-1,58.93,39.97,36.19,119.2,245.27,686,optimal
2024-06-03,RDS,db.t3.medium,ap-south-1,49.48,38.87,59.49,15.46,601.74,697,optimal
2024-05-08,RDS,db.t3.micro,eu-west-1,10.26,85.58,57.03,37.58,421.0,592,optimal
2024-07-11,S3,Glacier,ap-south-1,33.92,0.0,0.0,69.63,8688.8,730,optimal
2024-11-10,Lambda,1024MB,eu-central-1,0.17,69.87,17.57,0.0,0.0,0,reduce_memory
2024-07-29,EC2,t3.2xlarge,eu-central-1,120.03,22.15,23.66,232.14,165.82,368,downsize
2024-03-23,EC2,t3.xlarge,eu-west-1,85.35,11.52,9.02,4.91,103.59,533,downsize
2024-07-05,Lambda,1024MB,eu-west-1,0.16,38.38,78.79,3.89,0.0,0,optimal
2024-10-02,EC2,c5.large,eu-central-1,35.5,52.8,43.43,96.16,63.78,415,optimal
2024-06-12,RDS,db.t3.small,ap-south-1,24.93,51.62,18.15,73.97,607.23,711,optimal
2024-01-15,Lambda,256MB,us-west-2,0.04,40.52,42.49,2.87,0.0,0,optimal
2024-07-08,S3,Intelligent-Tiering,eu-central-1,18.29,0.0,0.0,23.79,1438.07,730,optimal
2024-03-07,RDS,db.r5.large,eu-west-1,125.29,47.73,61.24,20.25,470.26,548,optimal
2024-01-28,EC2,m5.large,ap-southeast-1,40.65,12.01,9.2,40.99,196.71,442,optimal
2024-11-05,EBS,io1,us-west-2,54.65,0.0,0.0,26.33,458.29,730,downgrade_to_gp3
2024-01-05,Lambda,256MB,us-west-2,0.04,38.56,49.98,0.43,0.0,0,optimal
2024-03-01,RDS,db.t3.small,eu-west-1,16.24,45.06,35.98,51.79,262.82,492,optimal
2024-08-19,Lambda,1024MB,ap-southeast-1,0.17,38.43,73.56,9.89,0.0,0,optimal
2024-12-02,Lambda,512MB,eu-central-1,0.09,42.69,60.43,3.31,0.0,0,optimal
2024-03-09,S3,Glacier,us-east-1,20.64,0.0,0.0,45.25,5067.91,730,optimal
2024-07-18,EC2,t3.small,us-east-1,5.81,29.84,10.59,16.01,44.17,281,optimal
2024-05-23,EC2,t3.small,eu-west-1,12.2,27.33,13.31,146.57,107.97,615,optimal
2024-05-08,EBS,io2,us-east-1,11.89,0.0,0.0,44.27,90.59,730,delete_unused
2024-10-01,EC2,t3.small,eu-central-1,15.21,32.04,20.3,9.36,42.84,702,optimal
2024-09-21,Lambda,1024MB,ap-southeast-1,0.17,68.29,53.19,0.0,0.0,0,optimal
2024-09-10,EBS,gp3,us-west-2,23.76,0.0,0.0,4.01,296.36,730,optimal
2024-03-29,EBS,io1,eu-central-1,30.26,0.0,0.0,43.97,248.19,730,downgrade_to_gp3
2024-01-07,S3,Intelligent-Tiering,us-west-2,31.49,0.0,0.0,0.18,2637.48,730,optimal
2024-07-28,S3,Standard,ap-southeast-1,157.8,0.0,0.0,21.29,7122.74,730,intelligent_tiering
2024-08-05,EC2,t3.medium,ap-southeast-1,8.83,69.34,67.85,97.8,160.37,213,optimal
2024-03-25,EC2,t3.large,ap-south-1,29.25,43.03,46.16,17.22,63.91,357,optimal
2024-04-27,Lambda,512MB,us-west-2,0.09,13.58,10.78,0.0,0.0,0,optimal
2024-08-08,S3,Glacier,ap-south-1,6.6,0.0,0.0,10.97,1685.57,730,optimal
2024-07-16,EBS,gp2,eu-central-1,17.61,0.0,0.0,31.61,175.21,730,optimal
2024-11-21,RDS,db.t3.medium,eu-west-1,46.17,40.15,57.91,153.85,210.22,663,optimal
2024-03-30,S3,Standard,us-east-1,16.67,0.0,0.0,13.8,745.24,730,optimal
2024-12-09,EBS,gp3,ap-south-1,33.16,0.0,0.0,71.99,414.69,730,optimal
2024-05-09,S3,Intelligent-Tiering,us-east-1,45.56,0.0,0.0,66.71,3794.16,730,optimal
2024-01-17,Lambda,512MB,eu-west-1,0.09,7.03,76.05,4.56,0.0,0,optimal
2024-11-30,S3,Intelligent-Tiering,ap-southeast-1,83.85,0.0,0.0,55.18,6830.89,730,optimal
2024-08-27,S3,Glacier,us-west-2,9.02,0.0,0.0,6.09,2307.41,730,optimal
2024-04-10,EC2,t3.small,us-west-2,5.91,24.46,25.23,56.42,213.83,298,optimal
2024-03-19,Lambda,512MB,ap-south-1,0.09,8.87,21.79,5.46,0.0,0,optimal
2024-11-10,Lambda,128MB,eu-central-1,0.02,57.28,9.16,22.18,0.0,0,optimal
2024-08-12,Lambda,256MB,us-west-2,0.04,21.19,15.66,0.62,0.0,0,optimal
2024-12-06,S3,Glacier,ap-southeast-1,29.58,0.0,0.0,100.0,7156.43,730,optimal
2024-12-13,RDS,db.r5.large,us-west-2,99.89,27.2,39.78,33.72,347.1,415,optimal
2024-04-08,EBS,io2,ap-southeast-1,37.48,0.0,0.0,35.6,299.57,730,downgrade_to_gp3
2024-02-07,Lambda,512MB,ap-southeast-1,0.09,25.1,68.17,0.82,0.0,0,optimal
2024-01-07,EBS,gp2,us-east-1,28.43,0.0,0.0,53.25,278.34,730,optimal
2024-07-17,RDS,db.t3.micro,eu-west-1,9.52,31.91,63.31,0.45,351.37,568,optimal
2024-12-31,RDS,db.t3.micro,eu-central-1,12.67,68.98,9.85,9.03,636.58,711,optimal
2024-04-27,S3,Glacier,ap-south-1,14.74,0.0,0.0,27.75,3783.11,730,optimal
2024-09-14,RDS,db.t3.medium,ap-south-1,33.63,40.54,14.89,27.0,714.27,517,optimal
2024-06-18,RDS,db.t3.medium,us-east-1,27.74,49.23,58.9,30.28,452.35,418,optimal
2024-12-24,EC2,m5.2xlarge,us-east-1,197.04,28.18,25.58,40.63,63.21,505,downsize
2024-08-13,Lambda,512MB,ap-south-1,0.09,50.13,38.85,6.94,0.0,0,optimal
2024-02-04,Lambda,512MB,us-west-2,0.09,21.03,47.55,0.26,0.0,0,optimal
2024-05-22,S3,Intelligent-Tiering,ap-southeast-1,41.9,0.0,0.0,105.29,3220.27,730,optimal
2024-07-03,S3,Intelligent-Tiering,eu-central-1,54.27,0.0,0.0,62.98,4196.87,730,optimal
2024-01-28,EBS,gp3,ap-south-1,46.79,0.0,0.0,68.45,568.1,730,optimal
2024-12-18,EC2,m5.xlarge,ap-south-1,59.17,53.83,40.84,1.54,155.53,322,optimal
2024-08-18,EBS,gp2,us-east-1,31.55,0.0,0.0,30.63,308.3,730,optimal
2024-11-29,S3,Standard,ap-southeast-1,72.98,0.0,0.0,42.49,3042.94,730,optimal
2024-11-01,EC2,t3.medium,ap-south-1,24.47,47.78,48.39,33.78,110.51,567,optimal
2024-09-14,EBS,io1,ap-south-1,58.07,0.0,0.0,40.53,445.3,730,downgrade_to_gp3
2024-11-14,EBS,io2,ap-south-1,33.74,0.0,0.0,19.09,271.18,730,downgrade_to_gp3
2024-03-20,EBS,gp2,eu-west-1,17.31,0.0,0.0,15.56,178.52,730,optimal
2024-06-10,Lambda,256MB,eu-central-1,0.04,64.39,63.05,5.94,0.0,0,optimal
2024-02-23,S3,Intelligent-Tiering,ap-southeast-1,37.2,0.0,0.0,29.33,3118.84,730,optimal
2024-03-11,S3,Intelligent-Tiering,us-west-2,106.65,0.0,0.0,19.76,8588.79,730,optimal
2024-01-19,EC2,c5.large,ap-south-1,39.95,8.29,5.0,105.23,55.74,490,optimal
2024-12-29,S3,Standard,eu-west-1,79.45,0.0,0.0,9.25,3515.26,730,optimal
2024-03-08,RDS,db.r5.xlarge,ap-southeast-1,257.11,38.69,63.76,53.21,135.88,515,reserved_instance
2024-10-30,Lambda,256MB,ap-south-1,0.05,39.72,28.27,0.0,0.0,0,optimal
2024-04-30,RDS,db.r5.xlarge,us-east-1,234.08,39.04,34.86,41.95,474.62,477,optimal
2024-02-27,EBS,io2,us-east-1,9.88,0.0,0.0,91.44,77.14,730,optimal
2024-03-21,EBS,gp3,us-west-2,13.52,0.0,0.0,20.25,169.06,730,optimal
2024-09-20,EC2,c5.large,ap-south-1,27.19,52.86,38.39,18.19,130.13,317,optimal
2024-03-26,RDS,db.t3.micro,us-east-1,7.5,53.63,7.01,24.93,436.16,459,optimal
2024-01-08,RDS,db.t3.small,us-west-2,13.78,36.34,59.66,45.9,328.2,401,optimal
2024-01-09,EC2,m5.2xlarge,eu-central-1,223.24,39.55,35.39,87.71,73.46,572,optimal
2024-08-10,Lambda,128MB,us-east-1,0.02,18.1,60.85,1.34,0.0,0,optimal
2024-01-16,EBS,io2,ap-southeast-1,10.61,0.0,0.0,126.54,88.3,730,optimal
2024-01-06,EBS,gp2,eu-west-1,24.62,0.0,0.0,13.34,235.04,730,optimal
2024-07-15,EC2,t3.xlarge,us-east-1,57.05,18.49,23.89,193.06,73.72,340,downsize
2024-10-10,S3,Intelligent-Tiering,ap-southeast-1,77.57,0.0,0.0,42.77,6472.48,730,optimal
2024-05-04,EC2,c5.large,ap-south-1,12.53,39.12,34.64,130.66,116.06,148,terminate
2024-09-04,S3,Intelligent-Tiering,ap-south-1,37.94,0.0,0.0,131.17,2969.79,730,optimal
2024-11-24,RDS,db.t3.small,eu-west-1,18.78,12.29,34.96,21.92,501.6,558,optimal
2024-07-28,EBS,io1,ap-southeast-1,46.87,0.0,0.0,46.36,370.89,730,downgrade_to_gp3
2024-01-18,EC2,t3.large,ap-southeast-1,10.21,29.24,30.93,46.98,111.68,117,terminate
2024-08-22,Lambda,256MB,us-east-1,0.04,32.69,34.04,2.73,0.0,0,optimal
2024-07-08,S3,Intelligent-Tiering,ap-southeast-1,53.41,0.0,0.0,5.04,4362.73,730,optimal
2024-10-28,Lambda,1024MB,us-east-1,0.17,11.64,6.16,0.23,0.0,0,reduce_memory
2024-06-18,EC2,t3.micro,eu-central-1,5.85,20.96,31.71,60.92,74.52,543,optimal
2024-12-08,Lambda,1024MB,eu-west-1,0.18,68.38,18.72,1.48,0.0,0,reduce_memory
2024-02-17,EC2,t3.micro,ap-southeast-1,5.07,47.68,40.55,52.71,60.23,502,optimal
2024-07-08,S3,Standard,ap-southeast-1,130.67,0.0,0.0,72.95,5559.19,730,intelligent_tiering
2024-02-16,RDS,db.t3.medium,us-east-1,43.42,39.84,48.25,48.73,694.73,628,optimal
2024-10-04,S3,Standard,eu-central-1,85.07,0.0,0.0,114.69,3744.79,730,optimal
2024-11-10,EBS,io1,ap-south-1,11.0,0.0,0.0,55.08,88.09,730,optimal
2024-09-24,EBS,gp2,eu-west-1,15.51,0.0,0.0,80.45,162.35,730,optimal
2024-04-09,Lambda,1024MB,ap-south-1,0.17,34.97,74.66,1.53,0.0,0,optimal
2024-04-13,S3,Glacier,us-west-2,16.99,0.0,0.0,60.4,4099.81,730,optimal
2024-07-12,EBS,io2,us-west-2,56.29,0.0,0.0,26.84,441.85,730,downgrade_to_gp3
2024-08-23,EC2,m5.2xlarge,us-west-2,257.39,16.67,30.06,149.27,75.99,652,downsize
2024-08-09,EBS,gp2,eu-central-1,42.81,0.0,0.0,15.57,449.72,730,optimal
2024-12-15,Lambda,128MB,eu-west-1,0.02,28.17,36.87,3.53,0.0,0,optimal
2024-01-16,S3,Glacier,eu-central-1,5.88,0.0,0.0,13.81,1407.84,730,optimal
2024-04-02,S3,Intelligent-Tiering,us-east-1,37.28,0.0,0.0,84.78,2848.73,730,optimal
2024-10-18,Lambda,1024MB,us-east-1,0.17,38.67,77.03,8.55,0.0,0,optimal
2024-12-20,EBS,gp3,us-west-2,2.46,0.0,0.0,74.32,30.02,730,delete_unused
2024-02-14,RDS,db.r5.large,ap-southeast-1,146.74,39.87,38.69,65.27,264.98,583,optimal
2024-08-20,EBS,gp3,eu-central-1,11.92,0.0,0.0,16.7,148.87,730,delete_unused
2024-02-10,EBS,gp2,ap-south-1,14.97,0.0,0.0,22.37,156.34,730,optimal
2024-03-12,EC2,m5.xlarge,eu-west-1,89.17,43.2,34.21,52.75,49.65,443,optimal
2024-09-18,S3,Standard,eu-central-1,167.16,0.0,0.0,55.08,7160.78,730,intelligent_tiering
2024-09-06,Lambda,512MB,ap-southeast-1,0.09,57.25,15.65,1.97,0.0,0,optimal
2024-02-16,RDS,db.r5.large,eu-west-1,141.17,37.33,21.19,76.51,466.34,597,optimal
2024-11-04,RDS,db.t3.micro,us-east-1,11.79,34.07,44.52,31.53,110.41,677,optimal
2024-12-10,EBS,gp3,eu-west-1,33.48,0.0,0.0,54.97,439.9,730,delete_unused
2024-12-30,EBS,io2,us-west-2,39.87,0.0,0.0,19.0,314.18,730,downgrade_to_gp3
2024-03-31,RDS,db.t3.small,ap-south-1,22.36,41.41,34.06,20.34,375.21,644,optimal
